road,Accidents
"(21355481, 21355482, 0)",2
"(21355481, 3094125481, 0)",1
"(21355482, 21355481, 0)",2
"(21355483, 52049982, 0)",1
"(21355483, 1376514984, 0)",1
"(21355488, 319128737, 0)",2
"(21371401, 21310036, 0)",1
"(21428167, 441942750, 0)",1
"(21428167, 1590466299, 0)",1
"(21428182, 248195235, 0)",1
"(21428182, 1165979525, 0)",1
"(21428186, 428936498, 0)",1
"(21428186, 2719917260, 0)",1
"(21428189, 8273201973, 0)",1
"(21436328, 27348219, 0)",1
"(21436367, 21436375, 0)",1
"(21436375, 495969140, 0)",4
"(21436375, 1103127630, 0)",4
"(21436381, 495969128, 0)",4
"(21436381, 495969140, 0)",3
"(21436397, 27481590, 0)",6
"(21436397, 367293090, 0)",8
"(21452596, 21311101, 0)",1
"(21452602, 1637730517, 0)",1
"(21458269, 288493088, 0)",2
"(21458270, 1515809814, 0)",2
"(21458280, 26526512, 0)",1
"(21458280, 386045557, 0)",2
"(21473525, 306223594, 0)",1
"(21473557, 429827036, 0)",1
"(21473557, 441335095, 0)",1
"(21473566, 429367097, 0)",1
"(21473566, 429769297, 0)",1
"(21473571, 22417548, 0)",1
"(21473599, 10002624770, 0)",17
"(21487017, 21487019, 0)",1
"(21487019, 299378401, 0)",4
"(21487020, 51393916, 0)",1
"(21498942, 270337050, 0)",1
"(21498955, 938600337, 0)",2
"(21503197, 1296717211, 0)",2
"(21503210, 21503207, 0)",1
"(21503213, 343108191, 0)",3
"(21503214, 330318062, 0)",1
"(21503227, 21099232, 0)",1
"(21503227, 330057981, 0)",1
"(21545941, 21099339, 0)",3
"(21545941, 21545948, 0)",3
"(21545948, 21545957, 0)",1
"(21545957, 21133756, 0)",4
"(21545961, 21545962, 0)",2
"(21545962, 298186520, 0)",2
"(21545962, 664212051, 0)",3
"(21545963, 52732230, 0)",3
"(21545963, 52732399, 0)",1
"(21557932, 21557928, 0)",1
"(21557953, 299389109, 0)",1
"(21557967, 299389086, 0)",1
"(21591199, 535217809, 0)",3
"(21591200, 11216145, 0)",3
"(21591730, 21591734, 0)",1
"(21591734, 258337452, 0)",1
"(22416071, 1164555848, 0)",1
"(22416075, 9790885, 0)",2
"(22416125, 682082122, 0)",1
"(22416248, 682082233, 0)",4
"(22416257, 3153467251, 0)",1
"(22417438, 428961949, 0)",1
"(22417484, 428961949, 0)",1
"(22417487, 21473560, 0)",2
"(22417487, 429367107, 0)",1
"(22417548, 21473571, 0)",1
"(25233682, 1561083558, 0)",1
"(25233683, 25233682, 0)",1
"(25233683, 330497825, 0)",1
"(25233836, 21099232, 0)",2
"(25233841, 25233839, 0)",1
"(25233850, 21310050, 0)",1
"(25431965, 52963160, 0)",1
"(25431965, 1611971813, 0)",2
"(25431965, 1617944925, 0)",1
"(25497795, 1578634527, 0)",1
"(25497808, 25497795, 0)",1
"(25497808, 1611971813, 0)",5
"(26124069, 643614, 0)",1
"(26261624, 907813435, 0)",1
"(26261624, 1652885241, 0)",1
"(26261629, 322984069, 0)",1
"(26261630, 27480801, 0)",1
"(26261641, 26261642, 0)",1
"(26261642, 27475659, 0)",1
"(26261642, 907206292, 0)",1
"(26293478, 26294358, 0)",2
"(26293481, 2014547595, 0)",1
"(26293507, 26293512, 0)",1
"(26293513, 26293514, 0)",1
"(26293543, 475398254, 0)",1
"(26293557, 26293560, 0)",1
"(26293570, 2009456058, 0)",1
"(26293575, 26293595, 0)",1
"(26294358, 26293478, 0)",2
"(26294358, 479088080, 0)",1
"(26294367, 26294366, 0)",1
"(26294371, 26294369, 0)",1
"(26294371, 26294372, 0)",1
"(26294372, 26294371, 1)",1
"(26294383, 26294386, 0)",1
"(26294398, 6037669629, 0)",2
"(26294410, 272105961, 0)",1
"(26294414, 26294413, 0)",1
"(26294440, 26294369, 0)",1
"(26294830, 245516634, 0)",1
"(26296947, 26296949, 0)",1
"(26296947, 10652870861, 0)",2
"(26296949, 26296947, 0)",1
"(26296949, 26296951, 0)",1
"(26296951, 52167638, 0)",1
"(26296956, 52350428, 0)",1
"(26298420, 1022749752, 0)",1
"(26298423, 7275677007, 0)",3
"(26298424, 26298426, 0)",1
"(26298426, 342579616, 0)",1
"(26298428, 26298429, 0)",2
"(26298428, 342529332, 0)",1
"(26298434, 26298438, 0)",2
"(26298438, 26298434, 0)",1
"(26298438, 8674724116, 0)",5
"(26298441, 26298440, 0)",1
"(26298474, 26296947, 0)",5
"(26298474, 30822588, 0)",2
"(26298479, 44977061, 0)",1
"(26300437, 643907, 0)",1
"(26308107, 938226448, 0)",1
"(26308127, 26308281, 0)",1
"(26308127, 244487994, 0)",5
"(26308137, 300620154, 0)",2
"(26308137, 3688698634, 0)",4
"(26308139, 3791566793, 0)",1
"(26308144, 26308139, 0)",1
"(26308144, 3791566793, 0)",1
"(26308150, 1718394484, 0)",3
"(26308150, 3791566790, 0)",1
"(26308151, 561428007, 0)",1
"(26308166, 4540414936, 0)",1
"(26308170, 1533402161, 0)",3
"(26526403, 26526406, 0)",1
"(26526403, 2377558210, 0)",1
"(26526408, 4540867287, 0)",4
"(26526495, 1056678307, 0)",1
"(26526499, 4552371368, 0)",1
"(26526502, 7966284304, 0)",1
"(26526506, 26526499, 0)",1
"(26526506, 26526516, 0)",1
"(26526512, 21458280, 0)",1
"(26526516, 26526499, 0)",2
"(26590665, 10383950, 0)",1
"(26590665, 299035455, 0)",1
"(26642684, 1940360773, 0)",2
"(26642692, 443077362, 0)",1
"(26653420, 21093230, 0)",4
"(26653421, 55424761, 0)",1
"(26653427, 10457601, 0)",1
"(26653446, 21093229, 0)",1
"(26653446, 1643830813, 0)",1
"(26659749, 26659751, 0)",3
"(26659749, 312489290, 0)",1
"(26659751, 312489308, 0)",1
"(26659806, 637919467, 0)",1
"(26660833, 2377604580, 0)",1
"(26660836, 26660833, 0)",2
"(26660836, 1359822333, 0)",1
"(26660836, 3172121983, 0)",1
"(26661432, 342628235, 0)",1
"(26662702, 26662735, 0)",1
"(26662718, 938518747, 0)",1
"(26662721, 26662718, 0)",1
"(26662721, 26662731, 0)",1
"(26662736, 26662873, 0)",2
"(26662737, 26662736, 0)",1
"(26662757, 26662873, 0)",2
"(26662873, 26662736, 0)",1
"(26662873, 938518586, 0)",1
"(26662910, 3396095147, 0)",2
"(26662911, 26662913, 0)",1
"(26662916, 939206815, 0)",7
"(26662916, 4474326837, 0)",3
"(26664495, 26664494, 0)",3
"(26664495, 415332342, 0)",1
"(26665068, 26665299, 0)",1
"(26665071, 26665298, 0)",1
"(26665077, 5882424894, 0)",1
"(26665079, 26665081, 0)",1
"(26665096, 392123060, 0)",3
"(26665106, 410102446, 0)",2
"(26665106, 410102500, 0)",1
"(26665111, 392123059, 0)",1
"(26665122, 26665069, 0)",1
"(26665298, 20978331, 0)",1
"(26665299, 26665298, 0)",3
"(26667929, 26668075, 0)",1
"(26667939, 26667942, 0)",1
"(26667962, 26667961, 0)",1
"(26667964, 26667965, 0)",1
"(26667965, 26667968, 0)",1
"(26667967, 26667968, 0)",1
"(26667974, 26667931, 0)",1
"(26667991, 391624927, 0)",1
"(26667993, 390520668, 0)",1
"(26668005, 5981840982, 0)",1
"(26668009, 26668010, 0)",1
"(26668010, 26667999, 0)",1
"(26668020, 26668017, 0)",1
"(26668021, 26668032, 0)",1
"(26668039, 26668020, 0)",1
"(26668043, 390520600, 0)",1
"(26668046, 26668010, 0)",1
"(26668049, 26667952, 0)",1
"(26668049, 26668053, 0)",1
"(26668049, 391625005, 0)",2
"(26668050, 391625005, 0)",1
"(26668050, 391625032, 0)",1
"(26668051, 26667977, 0)",1
"(26668051, 26668075, 0)",2
"(26668051, 391625032, 0)",1
"(26668053, 26668049, 0)",2
"(26668053, 389950444, 0)",1
"(26668055, 26668056, 0)",1
"(26668074, 410494842, 0)",1
"(26668080, 26667942, 0)",1
"(26668329, 26668332, 0)",2
"(26668332, 256631537, 0)",1
"(26668332, 303791266, 0)",6
"(26670067, 9594332, 0)",1
"(26670099, 26670067, 0)",1
"(26670099, 345804508, 0)",1
"(26670140, 9781787, 0)",2
"(26670149, 9781791, 0)",1
"(26670298, 4552365357, 0)",1
"(26670300, 9782231, 0)",1
"(26671933, 364004392, 0)",6
"(26673826, 30983690, 0)",1
"(26673830, 1590365718, 0)",2
"(26678598, 345807557, 0)",1
"(26678599, 30860799, 0)",1
"(26678599, 412303121, 0)",5
"(26678601, 9440308105, 0)",1
"(26678602, 30860791, 0)",3
"(26678602, 392007320, 0)",1
"(26678603, 7036592272, 0)",2
"(26678603, 7241110063, 0)",2
"(26678605, 59137259, 0)",1
"(26678605, 292380115, 0)",1
"(26678605, 389460076, 0)",1
"(26678606, 293106980, 0)",2
"(26678606, 3222439176, 0)",1
"(26706287, 1940360473, 0)",1
"(26706287, 1940360473, 1)",8
"(26722209, 938315712, 0)",1
"(27081094, 27081101, 0)",1
"(27081100, 10457590, 0)",1
"(27081100, 27081101, 0)",1
"(27081114, 10457591, 0)",1
"(27081116, 10457590, 0)",4
"(27297270, 1036387237, 0)",1
"(27304120, 20939444, 0)",1
"(27305429, 20939748, 0)",1
"(27338364, 2161729180, 0)",3
"(27338368, 27338364, 0)",1
"(27338368, 1542532842, 0)",1
"(27338377, 1542532842, 0)",1
"(27348213, 27348212, 0)",1
"(27348214, 27348212, 0)",1
"(27375603, 20939436, 0)",1
"(27375674, 759249332, 0)",1
"(27394480, 2407254921, 0)",1
"(27394535, 27394486, 0)",1
"(27394535, 27394558, 0)",1
"(27394565, 5460562787, 0)",3
"(27394577, 6682036240, 0)",2
"(27394624, 890850586, 0)",1
"(27394631, 27394558, 0)",1
"(27396070, 20939899, 0)",1
"(27400634, 20939893, 0)",1
"(27400634, 1332236069, 0)",2
"(27400635, 27399790, 0)",1
"(27400635, 27402069, 0)",1
"(27402100, 27441117, 0)",2
"(27402113, 763610599, 0)",1
"(27402114, 20939372, 0)",2
"(27441117, 27402100, 0)",1
"(27456692, 21436397, 0)",2
"(27463416, 907205859, 0)",1
"(27464983, 26261640, 0)",5
"(27464983, 27464997, 0)",2
"(27464989, 27464988, 0)",2
"(27464990, 27464991, 0)",1
"(27464997, 27464983, 0)",1
"(27464997, 247925461, 0)",1
"(27467280, 1351338026, 0)",1
"(27470971, 534249084, 0)",1
"(27475623, 907813513, 0)",3
"(27480804, 13807346, 0)",1
"(27481087, 798155388, 0)",1
"(27481590, 21436397, 0)",4
"(27481590, 1668891651, 0)",4
"(27481612, 1614128608, 0)",2
"(27493030, 1054924544, 0)",3
"(27556007, 27304120, 0)",1
"(27563024, 27563020, 0)",4
"(27563076, 27563073, 0)",1
"(27563172, 27563173, 0)",1
"(27670600, 7745655312, 0)",1
"(27780114, 27780113, 0)",1
"(27780146, 20939346, 0)",1
"(27791348, 1877457693, 0)",2
"(27791541, 332097925, 0)",5
"(27791541, 1162442443, 0)",1
"(27791797, 29450642, 0)",1
"(27792026, 29450642, 0)",1
"(27792026, 268096686, 0)",1
"(27792026, 759698729, 0)",5
"(28092986, 28092995, 0)",1
"(28092995, 28092985, 0)",1
"(28093002, 1351235401, 0)",1
"(28094650, 5771424547, 0)",6
"(28221572, 28221571, 0)",1
"(28246440, 20938984, 0)",1
"(28256141, 29059184, 0)",2
"(29047736, 9029968144, 0)",1
"(29047740, 29047741, 0)",1
"(29047740, 838395665, 0)",2
"(29047754, 248195210, 0)",1
"(29047785, 268898000, 0)",1
"(29048405, 29048404, 0)",2
"(29048410, 1943729199, 0)",1
"(29048961, 2671178172, 0)",1
"(29057193, 1995357025, 0)",1
"(29057196, 29057197, 0)",1
"(29057197, 29057196, 0)",2
"(29057197, 1995357013, 0)",1
"(29057198, 1052665185, 0)",3
"(29057198, 1995357013, 0)",1
"(29057231, 2719969848, 0)",1
"(29057233, 3597354697, 0)",1
"(29057235, 838383074, 0)",1
"(29057272, 48900390, 0)",10
"(29057272, 298186582, 0)",3
"(29057279, 11217296, 0)",1
"(29059160, 21266230, 0)",1
"(29059163, 29059164, 0)",5
"(29059163, 30892676, 0)",3
"(29059164, 21266235, 0)",2
"(29059170, 20940049, 0)",2
"(29059171, 29059170, 0)",1
"(29059171, 1527375096, 0)",1
"(29445775, 29445765, 0)",1
"(29445782, 249431956, 0)",1
"(29445811, 27792026, 0)",2
"(29445823, 27791797, 0)",1
"(29450642, 27791797, 0)",10
"(29450642, 27792026, 0)",2
"(29563472, 796386052, 0)",1
"(29563633, 29563623, 0)",1
"(29563649, 29563650, 0)",1
"(29563675, 29563639, 0)",1
"(29581588, 908258054, 0)",1
"(29581599, 29581600, 0)",1
"(29581599, 908258553, 0)",1
"(29581605, 908257393, 0)",1
"(29581616, 9060894210, 0)",2
"(29581623, 277967124, 0)",1
"(29688417, 29688435, 0)",1
"(29688461, 2089152477, 0)",1
"(29688765, 1227863664, 0)",1
"(29688765, 10592274875, 0)",2
"(30470899, 4540414928, 0)",2
"(30470910, 4540414928, 0)",1
"(30471230, 317600327, 0)",1
"(30472166, 301285801, 0)",1
"(30472166, 317433524, 0)",1
"(30472179, 10457346, 0)",1
"(30472180, 30472183, 0)",1
"(30472183, 30472187, 0)",1
"(30472183, 30473516, 0)",6
"(30472471, 30473105, 0)",4
"(30472472, 30472477, 0)",3
"(30472477, 10015916, 0)",1
"(30472477, 1152071930, 0)",1
"(30473109, 1152071950, 0)",2
"(30473109, 2262119472, 0)",1
"(30473516, 21133739, 0)",3
"(30475528, 559921428, 0)",2
"(30475528, 1940648497, 0)",1
"(30556428, 30556439, 0)",1
"(30556439, 305698605, 0)",1
"(30556443, 30556442, 0)",1
"(30556448, 30556444, 0)",1
"(30556448, 349173557, 0)",2
"(30556453, 349173235, 0)",1
"(30556453, 3646687039, 0)",2
"(30556454, 1074166806, 0)",2
"(30556455, 364436345, 0)",1
"(30556513, 30556510, 0)",2
"(30556513, 370074924, 0)",1
"(30803671, 288492719, 0)",1
"(30803671, 1621254449, 0)",1
"(30803691, 288491680, 0)",1
"(30803693, 30803691, 0)",1
"(30803693, 386045557, 0)",1
"(30803725, 387350840, 0)",7
"(30803725, 1951476669, 0)",1
"(30803804, 1716035778, 0)",1
"(30803814, 1616731561, 0)",1
"(30803907, 5334590146, 0)",1
"(30803962, 30803960, 0)",1
"(30804000, 30810962, 0)",2
"(30804310, 1962591460, 0)",1
"(30804402, 1554667, 0)",19
"(30804466, 766731575, 0)",1
"(30804466, 908257839, 0)",1
"(30810956, 9203056160, 0)",1
"(30813894, 764878899, 0)",1
"(30813901, 30813894, 0)",1
"(30814840, 936542062, 0)",1
"(30814879, 5897399265, 0)",2
"(30814890, 30814892, 0)",1
"(30814892, 30814890, 0)",2
"(30814892, 453392621, 0)",4
"(30814892, 8688924893, 0)",1
"(30814904, 30814901, 0)",2
"(30814904, 939233758, 0)",1
"(30814917, 358210626, 0)",1
"(30814917, 1894944542, 0)",1
"(30820317, 690262855, 0)",1
"(30820323, 10439711, 0)",2
"(30820339, 10439845, 0)",3
"(30820339, 271979909, 0)",1
"(30820352, 690047355, 0)",2
"(30820352, 2484494442, 0)",1
"(30822588, 26298426, 0)",1
"(30822588, 26298474, 0)",2
"(30822588, 4621501025, 0)",1
"(30822834, 9791129, 0)",13
"(30822834, 313099962, 0)",4
"(30823853, 8273201973, 0)",1
"(30823865, 428936512, 0)",1
"(30823872, 428961632, 0)",1
"(30823902, 413272733, 0)",1
"(30823919, 21154115, 0)",1
"(30823922, 30823914, 0)",1
"(30823926, 350557535, 0)",1
"(30831487, 1056671904, 0)",1
"(30860445, 21557923, 0)",1
"(30860552, 9832061, 0)",1
"(30860769, 412303073, 0)",1
"(30860769, 9217117174, 0)",1
"(30860791, 250079539, 0)",2
"(30860799, 26678599, 0)",2
"(30860799, 1917851787, 0)",1
"(30860921, 389485381, 0)",2
"(30860946, 30860974, 0)",2
"(30860961, 30860883, 0)",2
"(30883483, 762701885, 0)",1
"(30892301, 5446608711, 0)",1
"(30892676, 1056516223, 0)",1
"(30983686, 542539508, 0)",4
"(30983690, 601478, 0)",1
"(30987693, 1715201736, 0)",1
"(30987696, 30987693, 0)",1
"(31004229, 288963460, 0)",1
"(31004259, 21069412, 0)",2
"(31004259, 288963460, 0)",2
"(31768729, 5762088492, 0)",1
"(31768731, 31768735, 0)",1
"(31768735, 31768731, 0)",1
"(31768735, 294826340, 0)",1
"(31768749, 295771391, 0)",1
"(31768768, 4849527307, 0)",1
"(31787357, 1639642407, 0)",1
"(31787367, 31787357, 0)",1
"(31884999, 8068042826, 0)",2
"(31885705, 31885725, 0)",3
"(31885725, 345797218, 0)",2
"(31885737, 9593581, 0)",6
"(31885869, 302323904, 0)",1
"(31903619, 31903624, 0)",1
"(31904461, 296490715, 0)",1
"(31904472, 31904479, 0)",2
"(31932490, 2181404693, 0)",5
"(31932669, 393226538, 0)",1
"(31932669, 1713348641, 0)",1
"(31933105, 31932941, 0)",2
"(31933452, 3961875881, 0)",1
"(31933518, 303162601, 0)",1
"(31933518, 3961875881, 0)",1
"(31933860, 297092575, 0)",1
"(31933860, 455593475, 0)",1
"(31934118, 31934094, 0)",1
"(31934799, 1673993416, 0)",1
"(31935291, 1718846988, 0)",1
"(31936020, 382414115, 0)",2
"(31936298, 31936266, 0)",1
"(31936587, 526171127, 0)",2
"(31936724, 1632912774, 0)",1
"(31936759, 1632912812, 0)",1
"(31937045, 258337694, 0)",1
"(31937379, 1788448469, 0)",1
"(31937379, 1788448476, 0)",1
"(31937456, 59650523, 0)",2
"(31937456, 59650602, 0)",1
"(31938092, 31938117, 0)",1
"(31938117, 11218138, 0)",2
"(31938117, 332076158, 0)",1
"(31938143, 52383616, 0)",1
"(31938318, 5728993680, 0)",1
"(31938380, 3172121985, 0)",3
"(31938496, 249319325, 0)",5
"(31938630, 964817546, 0)",1
"(31938921, 964814735, 0)",1
"(31939094, 6255296325, 0)",2
"(31939213, 690280913, 0)",2
"(31939595, 6521265917, 0)",1
"(31940401, 973581228, 0)",1
"(31940490, 31940624, 0)",3
"(31940490, 973581430, 0)",1
"(31940624, 973581418, 0)",3
"(31940624, 973581464, 0)",1
"(31941134, 958000707, 0)",1
"(31941767, 31941643, 0)",1
"(32027591, 48964242, 0)",6
"(32027595, 32027597, 0)",2
"(32027595, 921305213, 0)",1
"(32027597, 32027595, 0)",2
"(32028977, 1943724030, 0)",1
"(32045797, 3466858, 0)",1
"(32047116, 964796144, 0)",1
"(32047185, 250753585, 0)",1
"(32047216, 250754145, 0)",1
"(32048132, 395455589, 0)",1
"(32048138, 2872556212, 0)",1
"(32048140, 32048138, 0)",1
"(32050826, 296490186, 0)",1
"(32050832, 32050828, 0)",1
"(32050832, 389950435, 0)",3
"(32884034, 32884088, 0)",1
"(32884034, 60631224, 0)",3
"(32884115, 21292895, 0)",1
"(32884115, 21292906, 0)",2
"(32884115, 1700242670, 0)",1
"(32884121, 249727948, 0)",1
"(34680256, 245505853, 0)",2
"(34680256, 249808729, 0)",2
"(34680256, 982345888, 0)",1
"(34818162, 34818191, 0)",1
"(34818223, 34818256, 0)",1
"(34819541, 155002, 0)",1
"(34819541, 6775147059, 0)",1
"(34852802, 31939213, 0)",1
"(34852802, 34852807, 0)",1
"(34852816, 31938976, 0)",1
"(34852816, 1601246723, 0)",2
"(41338322, 52096374, 0)",1
"(41338326, 52647853, 0)",1
"(41338326, 301279000, 0)",1
"(41338344, 52096378, 0)",3
"(41338344, 301029047, 0)",1
"(41338350, 41338367, 0)",1
"(41338367, 41338350, 0)",1
"(41338427, 50918355, 0)",8
"(41338427, 50918402, 0)",4
"(43643444, 6445630447, 0)",1
"(44977061, 342660327, 0)",2
"(45816385, 34787954, 0)",1
"(48900390, 29057272, 0)",1
"(48900390, 59860788, 0)",2
"(48964239, 30472472, 0)",2
"(48964242, 48964239, 0)",2
"(48966765, 48966762, 0)",6
"(48966765, 4541882166, 0)",6
"(48969328, 48966765, 0)",4
"(49509575, 31004238, 0)",1
"(49510408, 441895136, 0)",1
"(49510970, 10390167, 0)",1
"(49511895, 49511924, 0)",1
"(49511895, 964805900, 0)",2
"(49511940, 8900847645, 0)",2
"(49512261, 1601247014, 0)",3
"(49512293, 49512281, 0)",1
"(49512348, 49512334, 0)",1
"(49512358, 3469289, 0)",1
"(49536019, 250066165, 0)",1
"(49536058, 49536064, 0)",1
"(49536064, 150998524, 0)",1
"(49536064, 3619963834, 0)",2
"(49536099, 3619963833, 0)",2
"(49536151, 84395904, 0)",3
"(49536151, 84395994, 0)",1
"(49536244, 49536246, 0)",3
"(49536246, 52842033, 0)",1
"(49536258, 49536253, 0)",1
"(49536258, 153723138, 0)",1
"(49536273, 18667971, 0)",2
"(49536273, 49536258, 0)",1
"(49536284, 20694230, 0)",1
"(49536335, 243857601, 0)",1
"(49536335, 243857670, 0)",1
"(49539496, 49539523, 0)",1
"(49539496, 2895394625, 0)",4
"(49539508, 49539496, 0)",4
"(49539510, 5191077219, 0)",1
"(49539514, 49539518, 0)",2
"(49539518, 49539505, 0)",1
"(49539523, 49539514, 0)",1
"(49539528, 10438264, 0)",1
"(49539532, 1325884650, 0)",1
"(49539567, 4573588792, 0)",1
"(49539679, 153723138, 0)",1
"(49539679, 250390282, 0)",1
"(49539691, 49539685, 0)",2
"(49539721, 49545461, 0)",4
"(49539721, 153723166, 0)",2
"(49539721, 245070042, 0)",2
"(49545427, 1632924516, 0)",2
"(49545455, 122465092, 0)",2
"(49545455, 175696921, 0)",1
"(49545461, 49539721, 0)",2
"(49551176, 10456888, 0)",1
"(49553384, 49553572, 0)",2
"(49553384, 302966648, 0)",1
"(49553394, 49553400, 0)",1
"(49553400, 49553421, 0)",1
"(49553421, 49553425, 0)",1
"(49553533, 49553561, 0)",1
"(49553544, 1888914016, 0)",2
"(49553565, 298769380, 0)",2
"(49553565, 1888914016, 0)",1
"(49553567, 298034052, 0)",1
"(49555947, 49555949, 0)",1
"(49555947, 49572604, 0)",2
"(49555954, 49555957, 0)",2
"(49555954, 250066163, 0)",1
"(49555957, 1152092853, 0)",2
"(49555961, 49551176, 0)",2
"(49556001, 301673111, 0)",5
"(49556002, 49565564, 0)",3
"(49556023, 1303879422, 0)",2
"(49556023, 4936807738, 0)",4
"(49556026, 49556002, 0)",1
"(49556026, 3798233340, 0)",1
"(49565569, 49556001, 0)",1
"(49565585, 250066165, 0)",3
"(49572604, 10437908, 0)",1
"(49572604, 49536058, 0)",1
"(49572659, 274070511, 0)",1
"(49572662, 274070511, 0)",1
"(49572665, 18667981, 0)",1
"(49572665, 49572662, 0)",1
"(49572665, 250223961, 0)",1
"(49572667, 51342157, 0)",4
"(49572667, 1906140977, 0)",1
"(49576592, 127879432, 0)",1
"(49576592, 127960471, 0)",3
"(49980803, 10437679, 0)",1
"(49980803, 714136066, 0)",3
"(49980803, 2043117022, 0)",1
"(49981286, 1600541488, 0)",1
"(49981286, 1600541500, 0)",1
"(49981298, 2044477307, 0)",1
"(49981328, 1600452842, 0)",2
"(49986321, 49986360, 0)",1
"(49986327, 6530452135, 0)",5
"(49986335, 10439845, 0)",2
"(49993416, 317433449, 0)",5
"(49999343, 9791084, 0)",2
"(49999365, 9237457, 0)",5
"(50773909, 5212928865, 0)",2
"(50773922, 59785273, 0)",3
"(50773935, 50773955, 0)",1
"(50834194, 21093234, 0)",2
"(50834194, 41338244, 0)",1
"(50834194, 288970040, 0)",2
"(50918355, 41338427, 0)",5
"(50918355, 298037338, 0)",1
"(50918402, 50918425, 0)",1
"(50918483, 1901471429, 0)",1
"(50918505, 50918517, 0)",2
"(50918517, 300620215, 0)",1
"(50918517, 1043905351, 0)",1
"(50918538, 52096463, 0)",2
"(50918538, 340063035, 0)",1
"(50925461, 6980115, 0)",1
"(50925461, 50925464, 0)",1
"(50925461, 291674183, 0)",1
"(50925464, 50925461, 0)",1
"(50925464, 1045577622, 0)",1
"(51342145, 49572659, 0)",1
"(51342155, 5355637670, 0)",3
"(51342161, 51342155, 0)",1
"(51342163, 51342236, 0)",1
"(51342182, 51342188, 0)",1
"(51342219, 51342222, 0)",5
"(51342222, 18667975, 0)",5
"(51342222, 51342219, 0)",7
"(51393920, 1534657169, 0)",1
"(51401474, 51401477, 0)",1
"(51401477, 51401490, 0)",1
"(51401487, 51401490, 0)",1
"(51401603, 10390285, 0)",2
"(51401603, 51401598, 0)",1
"(51401603, 687077612, 0)",4
"(51401606, 313102489, 0)",1
"(51428434, 21099337, 0)",1
"(51428434, 1659456263, 0)",2
"(51458926, 320959781, 0)",1
"(51458926, 342620628, 0)",2
"(51458926, 2377604543, 0)",3
"(51458940, 1020030657, 0)",1
"(51458940, 1606959380, 0)",1
"(52049508, 9791084, 0)",1
"(52049924, 22416075, 0)",1
"(52096319, 52096374, 0)",2
"(52096374, 29057272, 0)",1
"(52096374, 41338322, 0)",1
"(52096374, 52096319, 0)",1
"(52096378, 41338322, 0)",1
"(52096462, 291601278, 0)",1
"(52096463, 50918425, 0)",2
"(52096472, 298034130, 0)",1
"(52096486, 298037299, 0)",1
"(52096500, 52096486, 0)",1
"(52111000, 11218080, 0)",2
"(52122488, 890850331, 0)",1
"(52122488, 890850599, 0)",1
"(52122488, 1413694674, 0)",4
"(52161947, 52161965, 0)",2
"(52161947, 52678401, 0)",1
"(52161965, 250960421, 0)",3
"(52162211, 49556002, 0)",3
"(52162219, 52162211, 0)",1
"(52162276, 9823138, 0)",2
"(52162276, 395469494, 0)",1
"(52162287, 395469499, 0)",1
"(52162322, 52162388, 0)",1
"(52162322, 52163767, 0)",1
"(52162805, 1591373171, 0)",2
"(52163767, 358204009, 0)",3
"(52167301, 342660306, 0)",2
"(52167301, 1600452710, 0)",1
"(52167638, 342660357, 0)",1
"(52350428, 1743296736, 0)",1
"(52383470, 52383510, 0)",2
"(52383497, 52383499, 0)",1
"(52383613, 52383467, 0)",1
"(52638526, 250932750, 0)",4
"(52638714, 52638526, 0)",1
"(52638994, 52638966, 0)",1
"(52639007, 559972663, 0)",1
"(52647853, 41338326, 0)",1
"(52648208, 11218134, 0)",2
"(52649680, 302744765, 0)",1
"(52661579, 52661586, 0)",1
"(52661595, 1621715246, 0)",1
"(52661595, 1995807277, 0)",1
"(52663242, 52663253, 0)",1
"(52677787, 921270404, 0)",1
"(52690510, 56234195, 0)",1
"(52690520, 49981335, 0)",4
"(52690520, 982576339, 0)",1
"(52690521, 52690525, 0)",1
